"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","b4548daec63168a70e35cf57d4eb7496","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
